cod_municipio,municipio,total_domicilios,perc_agua_rede,perc_esgoto_rede,perc_lixo_coletado,perc_alfabetizacao,renda_media,per_domicilio_urbano
3201100,Bom Jesus do Norte - ES,4013,93.77024669823075,92.57413406429106,95.48965860951907,94.11,1133.04,94.40218451336064
3201159,Brejetuba - ES,4535,33.38478500551268,30.1212789415656,79.44873208379273,85.65,1016.25,32.36041586445899
3201209,Cachoeiro de Itapemirim - ES,70983,94.18734063085527,91.72618796049758,97.96571009960131,95.74,1516.3,93.50543097972937
3201308,Cariacica - ES,130112,97.097116330546,81.37450811608461,98.28993482538121,95.47,1244.17,98.8483440879683
3201407,Castelo - ES,14229,74.79794785297632,66.35041113219481,84.6229531239019,94.14,1634.05,72.36663958841051
3201506,Colatina - ES,45911,89.92398335910784,86.03384809740585,93.73134978545447,94.76,1603.31,89.312938941791
3201605,Conceição da Barra - ES,9557,81.08192947577692,26.702940253217538,87.4123678978759,88.72,1122.43,83.67324641270304
3201704,Conceição do Castelo - ES,4466,57.07568293775191,58.91177787729512,89.65517241379311,92.22,1352.34,56.48822987350256
3201803,Divino de São Lourenço - ES,1902,46.95057833859096,41.587802313354366,74.02733964248159,89.73,1119.67,42.43556954554397
3201902,Domingos Martins - ES,13148,34.87222391238211,30.696683906297533,79.07666565257074,92.82,1477.15,38.08165800768015
3202009,Dores do Rio Preto - ES,2485,56.86116700201207,50.9456740442656,94.20523138832998,88.73,1182.1,58.14129775621589
3202108,Ecoporanga - ES,8612,68.92707849512308,51.47468648397585,69.82117974918718,85.84,1062.01,67.11531465987632
3202207,Fundão - ES,6715,83.76768428890543,56.113179448994785,91.5264333581534,93.37,1406.78,86.3217497501943
3202256,Governador Lindenberg - ES,3983,42.07883504895808,47.40145618880241,65.98041677127793,91.15,1407.77,46.42565173948587
3202306,Guaçuí - ES,10952,79.12710007304602,73.31994156318481,90.59532505478451,91.16,1302.02,82.63846311056612
3202405,Guarapari - ES,46731,89.45239776593695,65.13449316299672,97.72099890864736,95.8,1656.5,94.75115517905274
